benefit_from_altruism,cost_of_altruism,disease,harshness,altruistic_probability,selfish_probability,coexist_prob,altruist_avg,selfish_avg,black_avg
0.31,0.04,0.26,0.92,0.39,0.39,0,1910,0,691
0.31,0.03,0.26,1,0.39,0.39,0,578.4,0,2022.6
0.31,0.03,0.26,0.98,0.39,0.39,0,1422.6,0,1178.4
0.31,0.04,0.26,0.9,0.39,0.39,0,1992,0,609
0.31,0.04,0.26,0.91,0.39,0.39,0,1911.6,0,689.4
0.31,0.04,0.26,0.93,0.39,0.39,0,1863.2,0,737.8
0.31,0.04,0.26,0.94,0.39,0.39,0,1753.2,0,847.8
0.31,0.04,0.26,0.99,0.39,0.39,0,714,0,1887
0.31,0.04,0.26,0.95,0.39,0.39,0,1658,0,943
0.31,0.04,0.26,0.96,0.39,0.39,0,1583.8,0,1017.2
0.31,0.04,0.26,0.98,0.39,0.39,0,1240.6,0,1360.4
0.31,0.04,0.26,0.97,0.39,0.39,0,1445.4,0,1155.6
0.31,0.05,0.26,0.9,0.39,0.39,0,1910.6,0,690.4
0.31,0.05,0.26,0.91,0.39,0.39,0,1906.8,0,694.2
0.31,0.05,0.26,0.92,0.39,0.39,0,1832.2,0,768.8
0.31,0.05,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.05,0.26,0.93,0.39,0.39,0,1763.4,0,837.6
0.31,0.06,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.05,0.26,0.94,0.39,0.39,0,1684.2,0,916.8
0.31,0.07,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.05,0.26,0.95,0.39,0.39,0,1600.4,0,1000.6
0.31,0.06,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.07,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.05,0.26,0.96,0.39,0.39,0,1430.8,0,1170.2
0.31,0.05,0.26,0.97,0.39,0.39,0,1309.8,0,1291.2
0.31,0.07,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.05,0.26,0.99,0.39,0.39,0,112.6,0,2488.4
0.31,0.08,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.08,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.08,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.05,0.26,0.98,0.39,0.39,0,954.6,0,1646.4
0.31,0.06,0.26,0.98,0.39,0.39,0,105,0,2496
0.31,0.07,0.26,0.97,0.39,0.39,0,93.8,0,2507.2
0.31,0.08,0.26,0.97,0.39,0.39,0,0.6,0,2600.4
0.31,0.06,0.26,0.97,0.39,0.39,0,838.8,0,1762.2
0.31,0.09,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.06,0.26,0.9,0.39,0.39,0,1886.4,0,714.6
0.31,0.06,0.26,0.94,0.39,0.39,0,1587,0,1014
0.31,0.06,0.26,0.93,0.39,0.39,0,1653.8,0,947.2
0.31,0.08,0.26,0.96,0.39,0.39,0,43.6,0,2557.4
0.31,0.06,0.26,0.92,0.39,0.39,0,1750.6,0,850.4
0.31,0.06,0.26,0.96,0.39,0.39,0,1241.4,0,1359.6
0.31,0.06,0.26,0.91,0.39,0.39,0,1833,0,768
0.31,0.09,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.06,0.26,0.95,0.39,0.39,0,1502,0,1099
0.31,0.09,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.07,0.26,0.9,0.39,0.39,0,1831.8,0,769.2
0.31,0.07,0.26,0.91,0.39,0.39,0,1773.4,0,827.6
0.31,0.09,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.09,0.26,0.96,0.39,0.39,0,0.8,0,2600.2
0.31,0.07,0.26,0.96,0.39,0.39,0,889.2,0,1711.8
0.31,0.07,0.26,0.95,0.39,0.39,0,1301.8,0,1299.2
0.31,0.07,0.26,0.94,0.39,0.39,0,1475.6,0,1125.4
0.31,0.07,0.26,0.92,0.39,0.39,0,1658,0,943
0.31,0.07,0.26,0.93,0.39,0.39,0,1566,0,1035
0.31,0.1,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.1,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.09,0.26,0.95,0.39,0.39,0,41.6,0,2559.4
0.31,0.1,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.1,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.1,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.08,0.26,0.9,0.39,0.39,0.4,1740.4,9.6,851
0.31,0.1,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.08,0.26,0.91,0.39,0.39,0.2,1671.2,13.4,916.4
0.31,0.08,0.26,0.95,0.39,0.39,0,882.2,0,1718.8
0.31,0.11,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.08,0.26,0.92,0.39,0.39,0,1619.8,0,981.2
0.31,0.08,0.26,0.93,0.39,0.39,0,1504,0,1097
0.31,0.11,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.08,0.26,0.94,0.39,0.39,0,1290.4,0,1310.6
0.31,0.12,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.1,0.26,0.94,0.39,0.39,0,0.8,0,2600.2
0.31,0.12,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.09,0.26,0.94,0.39,0.39,0,770.2,0,1830.8
0.31,0.13,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.09,0.26,0.91,0.39,0.39,0.2,1526.2,21.4,1053.4
0.31,0.09,0.26,0.93,0.39,0.39,0,1260.4,0,1340.6
0.31,0.09,0.26,0.9,0.39,0.39,0.6,1645,53.6,902.4
0.31,0.13,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.09,0.26,0.92,0.39,0.39,0,1460.4,0,1140.6
0.31,0.13,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.1,0.26,0.93,0.39,0.39,0,362.4,0,2238.6
0.31,0.14,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.92,0.39,0.39,0,26.6,0,2574.4
0.31,0.15,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.92,0.39,0.39,0,360.2,0,2240.8
0.31,0.15,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.12,0.26,0.91,0.39,0.39,0,232.6,0,2368.4
0.31,0.15,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.91,0.39,0.39,0,10.2,0,2590.8
0.31,0.1,0.26,0.92,0.39,0.39,0,1251,0,1350
0.31,0.16,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.1,0.26,0.91,0.39,0.39,0.6,1416.2,68.6,1116.2
0.31,0.1,0.26,0.9,0.39,0.39,0.8,1173.2,152,1275.8
0.31,0.16,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.9,0.39,0.39,0.6,841.2,178.6,1581.2
0.31,0.12,0.26,0.9,0.39,0.39,0.2,213.4,127,2260.6
0.31,0.14,0.26,0.91,0.39,0.39,0,0,6,2595
0.31,0.15,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.11,0.26,0.91,0.39,0.39,0.2,1152.6,11,1437.4
0.31,0.17,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.13,0.26,0.9,0.39,0.39,0.2,8.4,116.6,2476
0.31,0.18,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.14,0.26,0.9,0.39,0.39,0,0,145.8,2455.2
0.31,0.2,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.17,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.15,0.26,0.9,0.39,0.39,0,0,126.4,2474.6
0.31,0.21,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.16,0.26,0.9,0.39,0.39,0,0,75.8,2525.2
0.31,0.17,0.26,0.9,0.39,0.39,0,0,100.8,2500.2
0.31,0.21,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.91,0.39,0.39,0,0,5.2,2595.8
0.31,0.23,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.18,0.26,0.9,0.39,0.39,0,0,124.6,2476.4
0.31,0.24,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.19,0.26,0.9,0.39,0.39,0,0,72.8,2528.2
0.31,0.21,0.26,0.91,0.39,0.39,0,0,1.4,2599.6
0.31,0.24,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.2,0.26,0.9,0.39,0.39,0,0,154.8,2446.2
0.31,0.26,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.25,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.21,0.26,0.9,0.39,0.39,0,0,140.2,2460.8
0.31,0.27,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.22,0.26,0.9,0.39,0.39,0,0,109.6,2491.4
0.31,0.25,0.26,0.91,0.39,0.39,0,0,1.4,2599.6
0.31,0.28,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.91,0.39,0.39,0,0,35.4,2565.6
0.31,0.29,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.23,0.26,0.9,0.39,0.39,0,0,83.6,2517.4
0.31,0.29,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.24,0.26,0.9,0.39,0.39,0,0,92.8,2508.2
0.31,0.3,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.91,0.39,0.39,0,0,1.8,2599.2
0.31,0.25,0.26,0.9,0.39,0.39,0,0,71.8,2529.2
0.31,0.31,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.26,0.26,0.9,0.39,0.39,0,0,130,2471
0.31,0.32,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.91,0.39,0.39,0,0,21.2,2579.8
0.31,0.33,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.27,0.26,0.9,0.39,0.39,0,0,101.8,2499.2
0.31,0.33,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.31,0.26,0.91,0.39,0.39,0,0,9.4,2591.6
0.31,0.34,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.91,0.39,0.39,0,0,1.4,2599.6
0.31,0.34,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.97,0.39,0.39,0,0,0,2601
0.31,0.28,0.26,0.9,0.39,0.39,0,0,145.6,2455.4
0.31,0.35,0.26,1,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.99,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.98,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.96,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.95,0.39,0.39,0,0,0,2601
0.31,0.29,0.26,0.9,0.39,0.39,0,0,109,2492
0.31,0.32,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.94,0.39,0.39,0,0,0,2601
0.31,0.34,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.35,0.26,0.93,0.39,0.39,0,0,0,2601
0.31,0.33,0.26,0.91,0.39,0.39,0,0,44.2,2556.8
0.31,0.35,0.26,0.92,0.39,0.39,0,0,0,2601
0.31,0.3,0.26,0.9,0.39,0.39,0,0,108,2493
0.31,0.31,0.26,0.9,0.39,0.39,0,0,127.4,2473.6
0.31,0.34,0.26,0.91,0.39,0.39,0,0,0,2601
0.31,0.32,0.26,0.9,0.39,0.39,0,0,182.6,2418.4
0.31,0.35,0.26,0.91,0.39,0.39,0,0,30.6,2570.4
0.31,0.33,0.26,0.9,0.39,0.39,0,0,58.8,2542.2
0.31,0.34,0.26,0.9,0.39,0.39,0,0,90.8,2510.2
0.31,0.35,0.26,0.9,0.39,0.39,0,0,177.4,2423.6
0.32,0,0.26,0.9,0.39,0.39,0,2083,0,518
0.32,0,0.26,0.94,0.39,0.39,0,1951.6,0,649.4
0.32,0,0.26,0.91,0.39,0.39,0,2070.2,0,530.8
0.32,0,0.26,0.95,0.39,0.39,0,1967.6,0,633.4
0.32,0,0.26,0.92,0.39,0.39,0,2027,0,574
0.32,0,0.26,0.93,0.39,0.39,0,1990,0,611
0.32,0,0.26,0.96,0.39,0.39,0,1911,0,690
0.32,0,0.26,0.97,0.39,0.39,0,1823,0,778
0.32,0.01,0.26,0.9,0.39,0.39,0,2052.4,0,548.6
0.32,0.01,0.26,0.91,0.39,0.39,0,2056,0,545
0.32,0.01,0.26,0.92,0.39,0.39,0,1993,0,608
0.32,0.01,0.26,0.94,0.39,0.39,0,1941.8,0,659.2
0.32,0,0.26,0.99,0.39,0.39,0,1757.8,0,843.2
0.32,0.01,0.26,0.93,0.39,0.39,0,1991.8,0,609.2
0.32,0,0.26,1,0.39,0.39,0,1687.2,0,913.8
0.32,0,0.26,0.98,0.39,0.39,0,1839.8,0,761.2
0.32,0.01,0.26,0.95,0.39,0.39,0,1914,0,687
0.32,0.01,0.26,0.97,0.39,0.39,0,1789.2,0,811.8
0.32,0.02,0.26,0.9,0.39,0.39,0,2049.8,0,551.2
0.32,0.01,0.26,0.96,0.39,0.39,0,1841.6,0,759.4
0.32,0.01,0.26,0.98,0.39,0.39,0,1766.6,0,834.4
0.32,0.01,0.26,1,0.39,0.39,0,1550.2,0,1050.8
0.32,0.01,0.26,0.99,0.39,0.39,0,1647,0,954
0.32,0.02,0.26,0.91,0.39,0.39,0,2010.2,0,590.8
0.32,0.02,0.26,0.93,0.39,0.39,0,1910,0,691
0.32,0.02,0.26,0.92,0.39,0.39,0,1983.6,0,617.4
0.32,0.02,0.26,0.94,0.39,0.39,0,1909.2,0,691.8
0.32,0.02,0.26,0.95,0.39,0.39,0,1874,0,727
0.32,0.02,0.26,0.96,0.39,0.39,0,1760.6,0,840.4
0.32,0.02,0.26,0.97,0.39,0.39,0,1716,0,885
0.32,0.02,0.26,0.98,0.39,0.39,0,1646.4,0,954.6
0.32,0.02,0.26,0.99,0.39,0.39,0,1513.2,0,1087.8
0.32,0.03,0.26,0.9,0.39,0.39,0,2027.4,0,573.6
0.32,0.03,0.26,0.92,0.39,0.39,0,1950.4,0,650.6
0.32,0.02,0.26,1,0.39,0.39,0,1269,0,1332
0.32,0.03,0.26,0.91,0.39,0.39,0,1973.8,0,627.2
0.32,0.03,0.26,0.93,0.39,0.39,0,1891.8,0,709.2
0.32,0.03,0.26,0.95,0.39,0.39,0,1786.2,0,814.8
0.32,0.03,0.26,0.96,0.39,0.39,0,1760.4,0,840.6
0.32,0.03,0.26,0.94,0.39,0.39,0,1869.2,0,731.8
0.32,0.03,0.26,0.97,0.39,0.39,0,1614.8,0,986.2
0.32,0.04,0.26,0.92,0.39,0.39,0,1896,0,705
0.32,0.03,0.26,0.99,0.39,0.39,0,1365.4,0,1235.6
0.32,0.04,0.26,0.9,0.39,0.39,0,1978,0,623
0.32,0.03,0.26,1,0.39,0.39,0,1179.2,0,1421.8
0.32,0.04,0.26,0.91,0.39,0.39,0,1960.8,0,640.2
0.32,0.03,0.26,0.98,0.39,0.39,0,1550.2,0,1050.8
0.32,0.04,0.26,0.93,0.39,0.39,0,1862,0,739
0.32,0.04,0.26,1,0.39,0.39,0,309.4,0,2291.6
0.32,0.04,0.26,0.94,0.39,0.39,0,1797.2,0,803.8
0.32,0.04,0.26,0.95,0.39,0.39,0,1753,0,848
0.32,0.04,0.26,0.97,0.39,0.39,0,1522,0,1079
0.32,0.04,0.26,0.96,0.39,0.39,0,1641.4,0,959.6
0.32,0.04,0.26,0.98,0.39,0.39,0,1321,0,1280
0.32,0.05,0.26,0.91,0.39,0.39,0,1916.8,0,684.2
